match_date,tour,tournament,round,player_a,player_b,winner,score,odds_a,odds_b,bookmaker,source,captured_at,oddsportal_url,_surface,_court,_series,_comment,_location,_winner_rank,_loser_rank,_odds_source,_is_live,_foretennis_match_id,_score_perspective,_row_quality,_sets_a,_sets_b,_result_status,quarantine_reason
2026-09-11,UNKNOWN,,,Rybakina E.,Gauff C.,Gauff C.,,,,,ForeTennis_results,2026-09-12T15:57:59,,,,,result_from_foretennis_actual_result,,,,,False,1324.0,player_a_sets-player_b_sets,legacy,1,2,COMPLETED_FEED,WRONG_WINNER: names Gauff C. but TE id=3320729 (Rybakina d. Gauff 3-6 6-4 6-4) + Challenger file full scoreline + TheOddsAPI_scores + 2 all_fetched rows all name Rybakina E.; legacy actual_result orientation bug
